"","Sample Accession or Sample ID","Study_Accession","Run_Accession","Phenotype"
"3249","SAMN00715233","PRJNA422434","SRR341683","T2D"
"3250","SAMN00715234","PRJNA422434","SRR341684","T2D"
"3251","SAMN00715235","PRJNA422434","SRR341685","T2D"
"3252","SAMN00715236","PRJNA422434","SRR341686","T2D"
"3253","SAMN00715237","PRJNA422434","SRR341687","T2D"
"3254","SAMN00715238","PRJNA422434","SRR341688","T2D"
"3255","SAMN00715239","PRJNA422434","SRR341689","T2D"
"3257","SAMN00715241","PRJNA422434","SRR341691","Healthy"
"3259","SAMN00715243","PRJNA422434","SRR341693","Healthy"
"3260","SAMN00715245","PRJNA422434","SRR341695","Healthy"
"3261","SAMN00715246","PRJNA422434","SRR341696","Healthy"
"3262","SAMN00715247","PRJNA422434","SRR341697","Healthy"
"3263","SAMN00715248","PRJNA422434","SRR341698","Healthy"
"3264","SAMN00715249","PRJNA422434","SRR341699","Healthy"
"3265","SAMN00715250","PRJNA422434","SRR341700","Healthy"
"3266","SAMN00715252","PRJNA422434","SRR341702","Healthy"
"3267","SAMN00715254","PRJNA422434","SRR341704","Healthy"
"3268","SAMN00715255","PRJNA422434","SRR341705","Healthy"
"3269","SAMN00715256","PRJNA422434","SRR341706","Healthy"
"3270","SAMN00715257","PRJNA422434","SRR341707","Healthy"
"3271","SAMN00715258","PRJNA422434","SRR341708","Overweight"
"3272","SAMN00715259","PRJNA422434","SRR341709","Overweight"
"3273","SAMN00715260","PRJNA422434","SRR341710","Healthy"
"3274","SAMN00715261","PRJNA422434","SRR341711","Overweight"
"3275","SAMN00715262","PRJNA422434","SRR341712","Overweight"
"3276","SAMN00715263","PRJNA422434","SRR341713","Overweight"
"3277","SAMN00715265","PRJNA422434","SRR341715","Overweight"
"3278","SAMN00715266","PRJNA422434","SRR341716","Overweight"
"3279","SAMN00715267","PRJNA422434","SRR341717","Overweight"
"3280","SAMN00715268","PRJNA422434","SRR341718","Overweight"
"3281","SAMN00715269","PRJNA422434","SRR341719","Healthy"
"3282","SAMN00715270","PRJNA422434","SRR341720","Overweight"
"3283","SAMN00715271","PRJNA422434","SRR341721","Overweight"
"3284","SAMN00715272","PRJNA422434","SRR341722","Overweight"
"3285","SAMN00715273","PRJNA422434","SRR341723","Overweight"
"3286","SAMN00715274","PRJNA422434","SRR341724","Overweight"
"3287","SAMN00715275","PRJNA422434","SRR341725","Overweight"
"3288","SAMN00791920","PRJNA422434","SRR413575","Overweight"
"3289","SAMN00791921","PRJNA422434","SRR413576","Overweight"
"3290","SAMN00791922","PRJNA422434","SRR413577","Overweight"
"3291","SAMN00791923","PRJNA422434","SRR413578","Overweight"
"3292","SAMN00791924","PRJNA422434","SRR413579","Overweight"
"3293","SAMN00791925","PRJNA422434","SRR413580","Overweight"
"3294","SAMN00791926","PRJNA422434","SRR413581","Overweight"
"3295","SAMN00791927","PRJNA422434","SRR413582","Overweight"
"3296","SAMN00791928","PRJNA422434","SRR413583","Overweight"
"3297","SAMN00791929","PRJNA422434","SRR413584","Obesity"
"3298","SAMN00791930","PRJNA422434","SRR413585","Overweight"
"3299","SAMN00791931","PRJNA422434","SRR413586","Overweight"
"3300","SAMN00791932","PRJNA422434","SRR413587","Healthy"
"3301","SAMN00791933","PRJNA422434","SRR413588","Healthy"
"3302","SAMN00791934","PRJNA422434","SRR413589","Overweight"
"3303","SAMN00791935","PRJNA422434","SRR413590","Overweight"
"3304","SAMN00791936","PRJNA422434","SRR413591","Overweight"
"3305","SAMN00791937","PRJNA422434","SRR413592","Overweight"
"3306","SAMN00791938","PRJNA422434","SRR413593","Overweight"
"3308","SAMN00791940","PRJNA422434","SRR413595","Healthy"
"3312","SAMN00791944","PRJNA422434","SRR413599","Healthy"
"3313","SAMN00791945","PRJNA422434","SRR413600","Healthy"
"3314","SAMN00791946","PRJNA422434","SRR413601","Healthy"
"3315","SAMN00791947","PRJNA422434","SRR413602","Healthy"
"3317","SAMN00791949","PRJNA422434","SRR413604","Healthy"
"3318","SAMN00791950","PRJNA422434","SRR413605","Healthy"
"3319","SAMN00791951","PRJNA422434","SRR413606","Healthy"
"3320","SAMN00791952","PRJNA422434","SRR413607","Healthy"
"3321","SAMN00791953","PRJNA422434","SRR413608","Healthy"
"3324","SAMN00791956","PRJNA422434","SRR413611","Healthy"
"3325","SAMN00791957","PRJNA422434","SRR413612","Healthy"
"3326","SAMN00791958","PRJNA422434","SRR413613","Healthy"
"3327","SAMN00791959","PRJNA422434","SRR413614","Healthy"
"3328","SAMN00791960","PRJNA422434","SRR413615","Healthy"
"3329","SAMN00791962","PRJNA422434","SRR413617","Healthy"
"3330","SAMN00791963","PRJNA422434","SRR413618","Healthy"
"3331","SAMN00791964","PRJNA422434","SRR413619","Healthy"
"3333","SAMN00791966","PRJNA422434","SRR413621","Healthy"
"3334","SAMN00791967","PRJNA422434","SRR413622","Healthy"
"3335","SAMN00791968","PRJNA422434","SRR413623","Healthy"
"3336","SAMN00791969","PRJNA422434","SRR413624","Healthy"
"3337","SAMN00791970","PRJNA422434","SRR413625","Healthy"
"3338","SAMN00791971","PRJNA422434","SRR413626","Healthy"
"3339","SAMN00791976","PRJNA422434","SRR413631","Overweight"
"3340","SAMN00791977","PRJNA422434","SRR413632","Overweight"
"3341","SAMN00791978","PRJNA422434","SRR413633","Healthy"
"3342","SAMN00791979","PRJNA422434","SRR413634","Healthy"
"3343","SAMN00792013","PRJNA422434","SRR413668","Overweight"
"3344","SAMN00792014","PRJNA422434","SRR413669","Healthy"
"3345","SAMN00792016","PRJNA422434","SRR413671","Healthy"
"3346","SAMN00792017","PRJNA422434","SRR413672","Healthy"
"3347","SAMN00792018","PRJNA422434","SRR413673","T2D"
"3348","SAMN00792019","PRJNA422434","SRR413674","T2D"
"3349","SAMN00792020","PRJNA422434","SRR413675","T2D"
"3350","SAMN00792021","PRJNA422434","SRR413676","T2D"
"3351","SAMN00792022","PRJNA422434","SRR413677","T2D"
"3352","SAMN00792023","PRJNA422434","SRR413678","T2D"
"3353","SAMN00792024","PRJNA422434","SRR413679","T2D"
"3354","SAMN00792025","PRJNA422434","SRR413680","T2D"
"3355","SAMN00792026","PRJNA422434","SRR413681","T2D"
"3356","SAMN00792027","PRJNA422434","SRR413682","T2D"
"3357","SAMN00792028","PRJNA422434","SRR413683","T2D"
"3358","SAMN00792030","PRJNA422434","SRR413685","T2D"
"3359","SAMN00792031","PRJNA422434","SRR413686","T2D"
"3360","SAMN00792032","PRJNA422434","SRR413687","T2D"
"3361","SAMN00792034","PRJNA422434","SRR413689","T2D"
"3362","SAMN00792035","PRJNA422434","SRR413690","T2D"
"3363","SAMN00792036","PRJNA422434","SRR413691","T2D"
"3364","SAMN00792037","PRJNA422434","SRR413692","T2D"
"3365","SAMN00792038","PRJNA422434","SRR413693","T2D"
"3366","SAMN00792039","PRJNA422434","SRR413694","T2D"
"3367","SAMN00792040","PRJNA422434","SRR413695","T2D"
"3368","SAMN00792041","PRJNA422434","SRR413696","T2D"
"3369","SAMN00792042","PRJNA422434","SRR413697","T2D"
"3370","SAMN00792043","PRJNA422434","SRR413698","T2D"
"3371","SAMN00792044","PRJNA422434","SRR413699","T2D"
"3372","SAMN00792045","PRJNA422434","SRR413700","T2D"
"3373","SAMN00792046","PRJNA422434","SRR413701","T2D"
"3374","SAMN00792047","PRJNA422434","SRR413702","T2D"
"3375","SAMN00792048","PRJNA422434","SRR413703","T2D"
"3376","SAMN00792049","PRJNA422434","SRR413704","T2D"
"3377","SAMN00792050","PRJNA422434","SRR413705","T2D"
"3378","SAMN00792051","PRJNA422434","SRR413706","T2D"
"3379","SAMN00792052","PRJNA422434","SRR413707","T2D"
"3380","SAMN00792053","PRJNA422434","SRR413708","T2D"
"3381","SAMN00792054","PRJNA422434","SRR413709","T2D"
"3382","SAMN00792056","PRJNA422434","SRR413711","T2D"
"3383","SAMN00792057","PRJNA422434","SRR413712","T2D"
"3384","SAMN00792058","PRJNA422434","SRR413713","T2D"
"3385","SAMN00792059","PRJNA422434","SRR413714","T2D"
"3386","SAMN00792060","PRJNA422434","SRR413715","T2D"
"3387","SAMN00792061","PRJNA422434","SRR413716","T2D"
"3388","SAMN00792062","PRJNA422434","SRR413717","T2D"
"3389","SAMN00792063","PRJNA422434","SRR413718","T2D"
"3390","SAMN00792064","PRJNA422434","SRR413719","T2D"
"3391","SAMN00792065","PRJNA422434","SRR413720","T2D"
"3392","SAMN00792066","PRJNA422434","SRR413721","T2D"
"3393","SAMN00792067","PRJNA422434","SRR413722","T2D"
"3394","SAMN00792068","PRJNA422434","SRR413723","T2D"
"3395","SAMN00792069","PRJNA422434","SRR413724","T2D"
"3396","SAMN00792070","PRJNA422434","SRR413725","T2D"
"3397","SAMN00792071","PRJNA422434","SRR413726","T2D"
"3398","SAMN00792072","PRJNA422434","SRR413727","T2D"
"3399","SAMN00792073","PRJNA422434","SRR413728","T2D"
"3400","SAMN00792074","PRJNA422434","SRR413729","T2D"
"3401","SAMN00792075","PRJNA422434","SRR413730","T2D"
"3402","SAMN00792076","PRJNA422434","SRR413731","T2D"
"3403","SAMN00792077","PRJNA422434","SRR413732","T2D"
"3404","SAMN00792078","PRJNA422434","SRR413733","T2D"
"3405","SAMN00792079","PRJNA422434","SRR413734","T2D"
"3406","SAMN00792080","PRJNA422434","SRR413735","T2D"
"3407","SAMN00792081","PRJNA422434","SRR413736","T2D"
"3408","SAMN00792082","PRJNA422434","SRR413737","T2D"
"3409","SAMN00792083","PRJNA422434","SRR413738","T2D"
"3410","SAMN00792084","PRJNA422434","SRR413739","T2D"
"3411","SAMN00792085","PRJNA422434","SRR413740","T2D"
"3412","SAMN00792086","PRJNA422434","SRR413741","T2D"
"3413","SAMN00792087","PRJNA422434","SRR413742","T2D"
"3414","SAMN00792088","PRJNA422434","SRR413743","T2D"
"3415","SAMN00792089","PRJNA422434","SRR413744","T2D"
"3416","SAMN00792090","PRJNA422434","SRR413745","T2D"
"3417","SAMN00792091","PRJNA422434","SRR413746","T2D"
"3418","SAMN00792092","PRJNA422434","SRR413747","T2D"
"3419","SAMN00792093","PRJNA422434","SRR413748","T2D"
"3420","SAMN00792094","PRJNA422434","SRR413749","T2D"
"3421","SAMN00792095","PRJNA422434","SRR413750","T2D"
"3422","SAMN00792096","PRJNA422434","SRR413751","T2D"
"3423","SAMN00792097","PRJNA422434","SRR413752","T2D"
"3424","SAMN00792098","PRJNA422434","SRR413753","T2D"
"3425","SAMN00792099","PRJNA422434","SRR413754","T2D"
"3426","SAMN00792100","PRJNA422434","SRR413755","T2D"
"3427","SAMN00792101","PRJNA422434","SRR413756","T2D"
"3428","SAMN00792102","PRJNA422434","SRR413757","T2D"
"3429","SAMN00792103","PRJNA422434","SRR413758","T2D"
"3430","SAMN00792104","PRJNA422434","SRR413759","T2D"
"3431","SAMN00792105","PRJNA422434","SRR413760","T2D"
"3432","SAMN00792106","PRJNA422434","SRR413761","T2D"
"3433","SAMN00792107","PRJNA422434","SRR413762","T2D"
"3434","SAMN00792108","PRJNA422434","SRR413763","T2D"
"3435","SAMN00792109","PRJNA422434","SRR413764","T2D"
"3436","SAMN00792110","PRJNA422434","SRR413765","T2D"
"3437","SAMN00792111","PRJNA422434","SRR413766","T2D"
"3438","SAMN00792112","PRJNA422434","SRR413767","T2D"
"3439","SAMN00792113","PRJNA422434","SRR413768","T2D"
"3440","SAMN00792114","PRJNA422434","SRR413769","T2D"
"3441","SAMN00792115","PRJNA422434","SRR413770","T2D"
"3442","SAMN00792116","PRJNA422434","SRR413771","T2D"
"3443","SAMN00792117","PRJNA422434","SRR413772","T2D"
"3444","SAMN00792118","PRJNA422434","SRR413773","T2D"
"3445","SAMN00993240","PRJNA422434","SRR1778451","T2D"
"3446","SAMN00993241","PRJNA422434","SRR1778452","T2D"
"3447","SAMN00993242","PRJNA422434","SRR1778453","T2D"
"3448","SAMN00993243","PRJNA422434","SRR1778454","T2D"
"3449","SAMN00993245","PRJNA422434","SRR1778456","T2D"
"3450","SAMN01760906","PRJNA177201","SRR585697","Healthy"
"3456","SAMN01760935","PRJNA177201","SRR585746","Healthy"
"3457","SAMN01760937","PRJNA177201","SRR585748","Healthy"
"3463","SAMN01760943","PRJNA177201","SRR585754","Healthy"
"3464","SAMN01760945","PRJNA177201","SRR585756","Overweight"
"3469","SAMN01760950","PRJNA177201","SRR585762","Overweight"
"3470","SAMN01760976","PRJNA177201","SRR585764","Healthy"
"3471","SAMN01760977","PRJNA177201","SRR585765","Healthy"
"3472","SAMN01760978","PRJNA177201","SRR585781","Healthy"
"3473","SAMN01760979","PRJNA177201","SRR585783","Overweight"
"3474","SAMN01760980","PRJNA177201","SRR585786","Healthy"
"3475","SAMN03283239","PRJNA268964","SRR1761666","Healthy"
"3476","SAMN03283240","PRJNA268964","SRR1761667","Healthy"
"3477","SAMN03283241","PRJNA268964","SRR1761668","Overweight"
"3479","SAMN03283245","PRJNA268964","SRR1761672","Healthy"
"3480","SAMN03283248","PRJNA268964","SRR1761675","Obesity"
"3481","SAMN03283250","PRJNA268964","SRR1761677","Healthy"
"3482","SAMN03283251","PRJNA268964","SRR1761678","Healthy"
"3483","SAMN03283252","PRJNA268964","SRR1761679","Healthy"
"3484","SAMN03283253","PRJNA268964","SRR1761680","Healthy"
"3485","SAMN03283254","PRJNA268964","SRR1761681","Healthy"
"3486","SAMN03283255","PRJNA268964","SRR1761682","Healthy"
"3487","SAMN03283256","PRJNA268964","SRR1761683","Healthy"
"3488","SAMN03283257","PRJNA268964","SRR1761684","Overweight"
"3489","SAMN03283258","PRJNA268964","SRR1761685","Healthy"
"3490","SAMN03283259","PRJNA268964","SRR1761686","Overweight"
"3491","SAMN03283260","PRJNA268964","SRR1761687","Healthy"
"3493","SAMN03283262","PRJNA268964","SRR1761689","Overweight"
"3494","SAMN03283263","PRJNA268964","SRR1761690","Obesity"
"3495","SAMN03283264","PRJNA268964","SRR1761691","Overweight"
"3496","SAMN03283266","PRJNA268964","SRR1761693","Healthy"
"3497","SAMN03283267","PRJNA268964","SRR1761694","Overweight"
"3498","SAMN03283268","PRJNA268964","SRR1761695","Healthy"
"3499","SAMN03283269","PRJNA268964","SRR1761696","Obesity"
"3500","SAMN03283270","PRJNA268964","SRR1761697","Overweight"
"3501","SAMN03283272","PRJNA268964","SRR1761699","Healthy"
"3503","SAMN03283276","PRJNA268964","SRR1761703","Overweight"
"3504","SAMN03283277","PRJNA268964","SRR1761704","Healthy"
"3506","SAMN03283284","PRJNA268964","SRR1761711","Healthy"
"3507","SAMN03283285","PRJNA268964","SRR1761712","Healthy"
"3508","SAMN03283288","PRJNA268964","SRR1761715","Healthy"
"3509","SAMN03283290","PRJNA268964","SRR1761717","Healthy"
"3510","SAMN03418252","PRJNA278393","SRR1927149","Healthy"
"3511","SAMN03418256","PRJNA278393","SRR1929563","Healthy"
"3512","SAMN03418257","PRJNA278393","SRR1930121","Healthy"
"3513","SAMN03418258","PRJNA278393","SRR1929574","Healthy"
"3514","SAMN03418259","PRJNA278393","SRR1930122","Healthy"
"3515","SAMN03418260","PRJNA278393","SRR1930123","Healthy"
"3516","SAMN03418261","PRJNA278393","SRR1930128","Healthy"
"3517","SAMN03418264","PRJNA278393","SRR1930134","Healthy"
"3518","SAMN03418265","PRJNA278393","SRR1930136","Healthy"
"3520","SAMN03418267","PRJNA278393","SRR1930140","Healthy"
"3521","SAMN03418268","PRJNA278393","SRR1930141","Healthy"
"3522","SAMN03418269","PRJNA278393","SRR1930142","Healthy"
"3525","SAMN03418272","PRJNA278393","SRR1930145","Healthy"
"3529","SAMN03418278","PRJNA278393","SRR1930244","Healthy"
"3533","SAMN03418283","PRJNA278393","SRR1930253","Healthy"
"3534","SAMN03418284","PRJNA278393","SRR1930255","Healthy"
"3536","SAMN03418286","PRJNA278393","SRR1931170","Healthy"
"3537","SAMN03418287","PRJNA278393","SRR1931173","Healthy"
"3540","SAMN03922450","PRJNA290729","SRR2155174","Obesity"
"3541","SAMN03922451","PRJNA290729","SRR2155306","Obesity"
"3542","SAMN03922452","PRJNA290729","SRR2155319","Obesity"
"3543","SAMN03922453","PRJNA290729","SRR2155333","Obesity"
"3544","SAMN03922454","PRJNA290729","SRR2155345","Obesity"
"3545","SAMN03922455","PRJNA290729","SRR2155356","Obesity"
"3546","SAMN03922456","PRJNA290729","SRR2155370","Obesity"
"3547","SAMN03922457","PRJNA290729","SRR2155382","Obesity"
"3548","SAMN03922458","PRJNA290729","SRR2155394","Obesity"
"3549","SAMN03922459","PRJNA290729","SRR2155175","Obesity"
"3550","SAMN03922460","PRJNA290729","SRR2155176","Obesity"
"3551","SAMN03922461","PRJNA290729","SRR2155177","Obesity"
"3552","SAMN03922462","PRJNA290729","SRR2155178","Obesity"
"3553","SAMN03922463","PRJNA290729","SRR2155179","Obesity"
"3554","SAMN04209219","PRJNA299502","SRR2912776","T2D"
"3555","SAMN04209220","PRJNA299502","SRR2912787","Obesity"
"3556","SAMN04209221","PRJNA299502","SRR2912798","Obesity"
"3557","SAMN04209222","PRJNA299502","SRR2912806","T2D"
"3558","SAMN04209223","PRJNA299502","SRR2912807","Obesity"
"3559","SAMN04209225","PRJNA299502","SRR2912809","T2D"
"3560","SAMN04209226","PRJNA299502","SRR2912810","Overweight"
"3561","SAMN04209227","PRJNA299502","SRR2912811","Overweight"
"3562","SAMN04209228","PRJNA299502","SRR2912777","T2D"
"3563","SAMN04209229","PRJNA299502","SRR2912778","T2D"
"3564","SAMN04209230","PRJNA299502","SRR2912779","T2D"
"3565","SAMN04209231","PRJNA299502","SRR2912780","Obesity"
"3566","SAMN04209232","PRJNA299502","SRR2912781","Obesity"
"3567","SAMN04209233","PRJNA299502","SRR2912782","Overweight"
"3568","SAMN04209234","PRJNA299502","SRR2912783","T2D"
"3569","SAMN04209235","PRJNA299502","SRR2912784","T2D"
"3570","SAMN04209236","PRJNA299502","SRR2912785","T2D"
"3571","SAMN04209237","PRJNA299502","SRR2912786","Obesity"
"3572","SAMN04209238","PRJNA299502","SRR2912788","T2D"
"3573","SAMN04209239","PRJNA299502","SRR2912789","T2D"
"3574","SAMN04209240","PRJNA299502","SRR2912790","T2D"
"3575","SAMN04209241","PRJNA299502","SRR2912791","T2D"
"3576","SAMN04209242","PRJNA299502","SRR2912792","Healthy"
"3577","SAMN04209243","PRJNA299502","SRR2912793","T2D"
"3578","SAMN04209244","PRJNA299502","SRR2912794","Obesity"
"3579","SAMN04209245","PRJNA299502","SRR2912795","T2D"
"3580","SAMN04209246","PRJNA299502","SRR2912796","T2D"
"3581","SAMN04209247","PRJNA299502","SRR2912797","Obesity"
"3582","SAMN04209248","PRJNA299502","SRR2912799","Overweight"
"3583","SAMN04209249","PRJNA299502","SRR2912800","T2D"
"3584","SAMN04209250","PRJNA299502","SRR2912801","T2D"
"3585","SAMN04209251","PRJNA299502","SRR2912802","Obesity"
"3586","SAMN04209252","PRJNA299502","SRR2912803","Obesity"
"3587","SAMN04209253","PRJNA299502","SRR2912804","T2D"
"3588","SAMN04209254","PRJNA299502","SRR2912805","Obesity"
"3589","SAMN04329762","PRJNA305507","SRR2992882","Healthy"
"3590","SAMN04329763","PRJNA305507","SRR2992883","Healthy"
"3591","SAMN04329764","PRJNA305507","SRR2992884","Healthy"
"3592","SAMN04329765","PRJNA305507","SRR2992885","Healthy"
"3593","SAMN04329766","PRJNA305507","SRR2992886","Healthy"
"3594","SAMN04329767","PRJNA305507","SRR2992887","Healthy"
"3595","SAMN04329768","PRJNA305507","SRR2992888","Healthy"
"3596","SAMN04329769","PRJNA305507","SRR2992889","Healthy"
"3597","SAMN04329770","PRJNA305507","SRR2992890","Healthy"
"3598","SAMN04329771","PRJNA305507","SRR2992891","Healthy"
"3599","SAMN04329772","PRJNA305507","SRR2992892","Healthy"
"3600","SAMN04329773","PRJNA305507","SRR2992893","Healthy"
"3601","SAMN04329774","PRJNA305507","SRR2992894","Healthy"
"3602","SAMN04329775","PRJNA305507","SRR2992895","Healthy"
"3603","SAMN04329776","PRJNA305507","SRR2992896","Healthy"
"3604","SAMN04329777","PRJNA305507","SRR2992897","Healthy"
"3605","SAMN04329778","PRJNA305507","SRR2992898","Healthy"
"3606","SAMN04329779","PRJNA305507","SRR2992899","Healthy"
"3607","SAMN04329780","PRJNA305507","SRR2992900","Healthy"
"3609","SAMN04329786","PRJNA305507","SRR2992906","Healthy"
"3611","SAMN04329796","PRJNA305507","SRR2992916","Healthy"
"3612","SAMN04329801","PRJNA305507","SRR2992921","Healthy"
"3613","SAMN04329806","PRJNA305507","SRR2992926","Healthy"
"3614","SAMN04329811","PRJNA305507","SRR2992931","Healthy"
"3615","SAMN04329816","PRJNA305507","SRR2992936","Healthy"
"3616","SAMN04329821","PRJNA305507","SRR2992941","Healthy"
"3617","SAMN04329826","PRJNA305507","SRR2992946","Healthy"
"3618","SAMN04329831","PRJNA305507","SRR2992951","Healthy"
"3619","SAMN04329836","PRJNA305507","SRR2992956","Healthy"
"3620","SAMN04329841","PRJNA305507","SRR2992961","Healthy"
"3621","SAMN04329846","PRJNA305507","SRR2992966","Healthy"
"3622","SAMN05414891","PRJNA328899","SRR3992955","Healthy"
"3623","SAMN05414892","PRJNA328899","SRR3992956","Healthy"
"3624","SAMN05414893","PRJNA328899","SRR3992977","Healthy"
"3625","SAMN05414894","PRJNA328899","SRR3992988","Healthy"
"3626","SAMN05414895","PRJNA328899","SRR3992999","Healthy"
"3627","SAMN05414896","PRJNA328899","SRR3993010","Healthy"
"3628","SAMN05414897","PRJNA328899","SRR3993021","Healthy"
"3629","SAMN05414898","PRJNA328899","SRR3993032","Healthy"
"3630","SAMN05414899","PRJNA328899","SRR3993043","Healthy"
"3631","SAMN05414900","PRJNA328899","SRR3993054","Healthy"
"3632","SAMN05414901","PRJNA328899","SRR3992957","Healthy"
"3633","SAMN05414902","PRJNA328899","SRR3992968","Healthy"
"3634","SAMN05414903","PRJNA328899","SRR3992969","Healthy"
"3635","SAMN05414904","PRJNA328899","SRR3992970","Healthy"
"3636","SAMN05414905","PRJNA328899","SRR3992971","Healthy"
"3637","SAMN05414906","PRJNA328899","SRR3992972","Healthy"
"3638","SAMN05414907","PRJNA328899","SRR3992973","Healthy"
"3639","SAMN05414908","PRJNA328899","SRR3992974","Healthy"
"3640","SAMN05414909","PRJNA328899","SRR3992975","Healthy"
"3641","SAMN05414910","PRJNA328899","SRR3992976","Healthy"
"3642","SAMN05414911","PRJNA328899","SRR3992978","Healthy"
"3643","SAMN05414912","PRJNA328899","SRR3992979","Healthy"
"3644","SAMN05414913","PRJNA328899","SRR3992980","Healthy"
"3645","SAMN05414914","PRJNA328899","SRR3992981","Healthy"
"3646","SAMN05414915","PRJNA328899","SRR3992982","Healthy"
"3647","SAMN05414916","PRJNA328899","SRR3992983","Healthy"
"3648","SAMN05414917","PRJNA328899","SRR3992984","Healthy"
"3649","SAMN05414918","PRJNA328899","SRR3992985","Healthy"
"3650","SAMN05414919","PRJNA328899","SRR3992986","Healthy"
"3651","SAMN05414920","PRJNA328899","SRR3992987","Healthy"
"3652","SAMN05414921","PRJNA328899","SRR3992989","Healthy"
"3653","SAMN05414922","PRJNA328899","SRR3992990","Healthy"
"3654","SAMN05414924","PRJNA328899","SRR3992992","Healthy"
"3655","SAMN05414925","PRJNA328899","SRR3992993","Healthy"
"3656","SAMN05414926","PRJNA328899","SRR3992994","Healthy"
"3657","SAMN05414927","PRJNA328899","SRR3992995","Healthy"
"3658","SAMN05414928","PRJNA328899","SRR3992996","Healthy"
"3659","SAMN05414929","PRJNA328899","SRR3992997","Healthy"
"3660","SAMN05414930","PRJNA328899","SRR3992998","Healthy"
"3661","SAMN05414931","PRJNA328899","SRR3993000","Healthy"
"3662","SAMN05414932","PRJNA328899","SRR3993001","Healthy"
"3663","SAMN05414933","PRJNA328899","SRR3993002","Healthy"
"3664","SAMN05414934","PRJNA328899","SRR3993003","Healthy"
"3665","SAMN05414935","PRJNA328899","SRR3993004","Healthy"
"3666","SAMN05414936","PRJNA328899","SRR3993005","Healthy"
"3667","SAMN05414937","PRJNA328899","SRR3993006","Healthy"
"3668","SAMN05414938","PRJNA328899","SRR3993007","Healthy"
"3669","SAMN05414939","PRJNA328899","SRR3993008","Healthy"
"3670","SAMN05414940","PRJNA328899","SRR3993009","Healthy"
"3671","SAMN05414941","PRJNA328899","SRR3993011","Healthy"
"3672","SAMN05414942","PRJNA328899","SRR3993012","Healthy"
"3673","SAMN05414943","PRJNA328899","SRR3993013","Healthy"
"3674","SAMN05414944","PRJNA328899","SRR3993014","Healthy"
"3675","SAMN05414945","PRJNA328899","SRR3993015","Healthy"
"3676","SAMN05414946","PRJNA328899","SRR3993016","Healthy"
"3677","SAMN05414947","PRJNA328899","SRR3993017","Healthy"
"3678","SAMN05414948","PRJNA328899","SRR3993018","Healthy"
"3679","SAMN05414949","PRJNA328899","SRR3993019","Healthy"
"3680","SAMN05414950","PRJNA328899","SRR3993020","Healthy"
"3681","SAMN05414951","PRJNA328899","SRR3993022","Healthy"
"3682","SAMN05414952","PRJNA328899","SRR3993023","Healthy"
"3683","SAMN05414953","PRJNA328899","SRR3993024","Healthy"
"3684","SAMN05414954","PRJNA328899","SRR3993025","Healthy"
"3685","SAMN05414955","PRJNA328899","SRR3993026","Healthy"
"3686","SAMN05414956","PRJNA328899","SRR3993027","Healthy"
"3687","SAMN05414957","PRJNA328899","SRR3993028","Healthy"
"3688","SAMN05414958","PRJNA328899","SRR3993029","Healthy"
"3689","SAMN05414959","PRJNA328899","SRR3993030","Healthy"
"3690","SAMN05414960","PRJNA328899","SRR3993031","Healthy"
"3691","SAMN05414961","PRJNA328899","SRR3993033","Healthy"
"3692","SAMN05414962","PRJNA328899","SRR3993034","Healthy"
"3693","SAMN05414963","PRJNA328899","SRR3993035","Healthy"
"3694","SAMN05414964","PRJNA328899","SRR3993036","Healthy"
"3695","SAMN05414965","PRJNA328899","SRR3993037","Healthy"
"3696","SAMN05414966","PRJNA328899","SRR3993038","Healthy"
"3697","SAMN05414967","PRJNA328899","SRR3993039","Healthy"
"3698","SAMN05414968","PRJNA328899","SRR3993040","Healthy"
"3699","SAMN05414969","PRJNA328899","SRR3993041","Healthy"
"3700","SAMN05414970","PRJNA328899","SRR3993042","Healthy"
"3701","SAMN05414971","PRJNA328899","SRR3993044","Healthy"
"3702","SAMN05414973","PRJNA328899","SRR3993046","Healthy"
"3703","SAMN05414974","PRJNA328899","SRR3993047","Healthy"
"3704","SAMN05414975","PRJNA328899","SRR3993048","Healthy"
"3705","SAMN05414976","PRJNA328899","SRR3993049","Healthy"
"3706","SAMN05414977","PRJNA328899","SRR3993050","Healthy"
"3707","SAMN05414978","PRJNA328899","SRR3993051","Healthy"
"3708","SAMN05414979","PRJNA328899","SRR3993052","Healthy"
"3709","SAMN05414980","PRJNA328899","SRR3993053","Healthy"
"3710","SAMN05414981","PRJNA328899","SRR3993055","Healthy"
"3711","SAMN05414982","PRJNA328899","SRR3993056","Healthy"
"3712","SAMN05414983","PRJNA328899","SRR3993057","Healthy"
"3713","SAMN05414984","PRJNA328899","SRR3993058","Healthy"
"3714","SAMN05414985","PRJNA328899","SRR3993059","Healthy"
"3715","SAMN05414986","PRJNA328899","SRR3993060","Healthy"
"3716","SAMN05414987","PRJNA328899","SRR3993061","Healthy"
"3717","SAMN05414988","PRJNA328899","SRR3993062","Healthy"
"3718","SAMN05414989","PRJNA328899","SRR3993063","Healthy"
"3719","SAMN05414990","PRJNA328899","SRR3993064","Healthy"
"3720","SAMN05414991","PRJNA328899","SRR3992958","Healthy"
"3721","SAMN05414992","PRJNA328899","SRR3992959","Healthy"
"3722","SAMN05414993","PRJNA328899","SRR3992960","Healthy"
"3723","SAMN05414994","PRJNA328899","SRR3992961","Healthy"
