"","identity","degree","betweenness","eigenvector","Kingdom","Phylum","Class","Order","Family","Genus"
"320497","Neoasaia chiangmaiensis",2,9060,3.32796076450723e-07,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neoasaia"
"337479","Rickettsia endosymbiont of Bemisia tabaci",2,14160,2.69524779390134e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"2681307","Leclercia sp. J807",2,9948,2.38188864174036e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia"
"169402","Wolbachia endosymbiont of Folsomia candida",2,2897,6.26256659813385e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"2026186","Bacillus paranthracis",2,1166,9.90220823930489e-08,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1812112","Wolbachia endosymbiont of Dipetalonema caudispina",2,1080,1.18984316410956e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"281120","Candidatus Amoebophilus asiaticus",2,1,4.92973851282672e-17,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus"
"217","Helicobacter mustelae",2,5375,2.73050070393494e-11,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"88688","Caulobacter segnis",2,20546,9.58271762640724e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"74329","Brevundimonas mediterranea",2,6076,9.75133310122829e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"78587","Asticcacaulis excentricus",2,897,1.91396951560644e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"2201350","Phenylobacterium sp. HYN0004",2,2429,3.60170800147751e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"1977864","Candidatus Pelagibacter sp. RS39",2,9381,9.6349559763054e-09,"Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter"
"1977865","Candidatus Pelagibacter sp. RS40",2,3531,2.28943213819019e-12,"Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter"
"198252","Candidatus Pelagibacter ubique",2,4424,3.57450856956563e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter"
"34018","Rhodospirillum centenum",2,7953,4.47196945788109e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillum"
"767892","Candidatus Puniceispirillum marinum",2,8440,2.58474245608472e-10,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Candidatus Deianiraeaceae","Candidatus Puniceispirillum"
"91604","Candidatus Paracaedibacter acanthamoebae",2,4424,7.43264747409867e-11,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Candidatus Paracaedibacteraceae","Candidatus Paracaedibacter"
"663","Vibrio alginolyticus",2,8195,1.3035402506454e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"2161677","Kordiimonas pumila",2,23487,6.98781970282937e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
"54006","Peptoniphilus ivorii",2,18754,3.1401758713442e-08,"Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus"
"561879","Bacillus safensis",2,12680,6.06569950759697e-09,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"152480","Burkholderia ambifaria",2,4494,2.64198073606924e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"488731","Burkholderia seminalis",2,4424,1.80450607348721e-13,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"60552","Burkholderia vietnamiensis",2,13266,1.16265435075505e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"1385592","Burkholderia sp. BDU8",2,4424,3.01175087724911e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"2217913","Burkholderia sp. JP2-270",2,11348,6.19066776868918e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"758796","Burkholderia sp. RPE67",2,22124,3.44578178107944e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"640512","Burkholderia sp. CCGE1003",2,7905,2.86997451289569e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"1795043","Burkholderia sp. PAMC 26561",2,13514,7.37763649188525e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"1740163","Burkholderia sp. Bp7605",2,3342,1.89780941419022e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"1647413","Anabaena sp. WA102",2,6432,1.38844165816319e-09,"Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Anabaena"
"106590","Cupriavidus necator",2,6613,4.60228117980659e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"119219","Cupriavidus metallidurans",2,36262,4.81715604475651e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"96344","Cupriavidus oxalaticus",2,4276,7.78740889417041e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"1510150","Permianibacter aggregans",2,1878,3.64385428307134e-07,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Permianibacter"
"2547399","Paraburkholderia sp. 7MH5",2,4424,1.5799852444438e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"1926494","Paraburkholderia sp. SOS3",2,27861,1.23067284356107e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"271065","Methylomicrobium alcaliphilum",2,4424,7.81598721987986e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomicrobium"
"36873","Paraburkholderia xenovorans",2,13266,1.35587780573527e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"1481923","Vibrio astriarenae",2,14661,7.66223589504434e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"1761016","Paraburkholderia caffeinilytica",2,4424,7.06331718219618e-13,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"472181","Pseudomonas sabulinigri",2,2941,7.09788324325956e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"93218","Pandoraea apista",2,1847,5.74793026808995e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"148813","Sulfuricurvum kujiense",2,30112,2.12807286026146e-05,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfuricurvum"
"105219","Ralstonia mannitolilytica",2,6625,1.08010957116076e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"583357","Thermoanaerobacter mathranii",2,6660,6.26739170248536e-08,"Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Thermoanaerobacter"
"576611","Polynucleobacter asymbioticus",2,6196,1.84930497048358e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"2527775","Polynucleobacter paneuropaeus",2,2104,1.68035020875239e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"2115978","Candidatus Phycorickettsia trachydisci",2,1,5.07443399699165e-17,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Phycorickettsia"
"1835254","Polynucleobacter duraquae",2,21830,8.36333893568468e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"412963","Mycetohabitans rhizoxinica",2,6004,1.86333840757929e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Mycetohabitans"
"1553431","Mycoavidus cysteinexigens",2,4424,3.28539402941009e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Mycoavidus"
"1034889","Variovorax sp. HW608",2,8529,3.32074145295763e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"1965282","Shewanella khirikhana",2,4424,4.66114817069489e-11,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"662548","Variovorax sp. RA8",2,8417,2.05681946860927e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"1795631","Variovorax sp. PAMC 28711",2,2,4.26266593513255e-17,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"28090","Acinetobacter lwoffii",2,8846,2.4085622097094e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"80868","Acidovorax cattleyae",2,29493,4.60896735574419e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"363952","Comamonas thiooxydans",2,5096,3.85724580531388e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"1562974","Comamonas piscis",2,1514,1.16901326528985e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"436515","Variovorax boronicumulans",2,3657,4.71465365303948e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"160825","Comamonas koreensis",2,10012,9.82651556505135e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"2565558","Hydrogenophaga sp. PAMC20947",2,8182,2.05180869527697e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"1842727","Rhodoferax koreense",2,5608,2.14101073856329e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"2741720","Rhodoferax sp. BAB1",2,8846,1.25729742022211e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"1484693","Rhodoferax saidenbachensis",2,7396,8.86804475229042e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"80866","Delftia acidovorans",2,3049,1.68582861689641e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia"
"1620215","Sulfuricaulis limicola",2,3693,4.89144502726402e-08,"Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfuricaulis"
"364317","Verminephrobacter eiseniae",2,15028,4.07169697427919e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Verminephrobacter"
"2743470","Acidovorax sp. 16-35-5",2,5066,5.361703916566e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"2714952","Kinneretia sp. DAIF2",2,15901,3.56127353957328e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia"
"329","Ralstonia pickettii",2,8243,1.59728251279416e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"2116657","Pulveribacter suum",2,20121,1.97228127178442e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pulveribacter"
"2282475","Achromobacter sp. B7",2,4220,1.46672018560151e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"32002","Achromobacter denitrificans",2,7663,3.4932368861598e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"217204","Achromobacter insolitus",2,9770,3.74479299400202e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"261302","Paraburkholderia phytofirmans",2,6287,6.59988591559548e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"1697043","Bordetella sp. H567",2,4424,1.84177563683379e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"1331258","Bordetella pseudohinzii",2,2006,1.60637680952638e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"511","Alcaligenes faecalis",2,4872,3.33724878149722e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Alcaligenes"
"84590","Taylorella asinigenitalis",2,4424,3.00587160338563e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Taylorella"
"1007105","Pusillimonas sp. T7-7",2,1908,5.61050478082968e-12,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas"
"2028345","Pusillimonas sp. ye3",2,2047,1.93295597731308e-12,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Pusillimonas"
"302406","Advenella mimigardefordensis",2,3968,8.52034162361766e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella"
"1416803","Bordetella genomosp. 9",2,6603,3.58495989434407e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella"
"75697","Castellaniella defragrans",2,5186,5.62768948815999e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Castellaniella"
"90245","Oligella urethralis",2,19660,3.66238506799425e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Oligella"
"1472345","Basilea psittacipulmonis",2,9011,1.68710724602864e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Basilea"
"643674","Paenalcaligenes hominis",2,4424,9.76657525328448e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"1678028","Massilia sp. NR 4-1",2,10043,1.13122682751957e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"108980","Acinetobacter ursingii",2,4424,2.25088172766663e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"945844","Massilia oculi",2,4624,9.40076874820846e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"1050174","Corynebacterium epidermidicanis",2,1705,1.58149008438008e-08,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"2304594","Marinobacter sp. Arc7-DN-1",2,7292,2.08860109925978e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter"
"321984","Massilia plicata",2,9003,5.28035733742876e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"2497863","Janthinobacterium sp. 17J80-10",2,4215,7.36556508552329e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"375286","Janthinobacterium sp. Marseille",2,12401,6.10105762942774e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"368607","Janthinobacterium svalbardensis",2,1913,1.74966609675615e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"964","Herbaspirillum seropedicae",2,4424,7.06735983021506e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"279113","Collimonas pratensis",2,4763,1.65247664299507e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas"
"2058624","Undibacterium sp. KW1",2,4424,5.12857134337624e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"2058625","Undibacterium sp. YM2",2,15588,2.30021400856641e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"847","Oxalobacter formigenes",2,3285,1.99472524652573e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter"
"1050370","Thiomonas sp. X19",2,4424,7.22431481410225e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Thiomonas"
"926","Thiomonas intermedia",2,1,4.12999635325605e-17,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Thiomonas"
"758793","Caballeronia insecticola",2,7309,1.6906297478085e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia"
"1987723","Cellvibrio sp. PSBB006",2,38162,6.89203885991379e-10,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"2494234","Sutterella megalosphaeroides",2,4424,2.44540445466713e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"655307","Neisseria sp. KEM232",2,4424,8.84828017401471e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"2709396","Neisseria sp. ZJ785",2,6313,3.55861947321713e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"492","Neisseria animalis",2,5504,1.16301935356985e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"2666100","Neisseria brasiliensis",2,33771,5.85035190142547e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"1853278","Neisseria chenwenguii",2,8877,1.02039365398569e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"488","Neisseria mucosa",2,4424,5.35866779771356e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"2371","Xylella fastidiosa",2,7080,4.62605996570433e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xylella"
"1815583","Neisseria musculi",2,4863,1.32085542963132e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"552810","Dehalogenimonas lykanthroporepellens",2,5341,6.45721857142939e-09,"Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae","Dehalogenimonas"
"573600","Candidatus Planktophila limnetica",2,13266,5.12232817194942e-14,"Bacteria","Actinobacteria","Actinobacteria","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae","Candidatus Planktophila"
"504","Kingella kingae",2,17684,6.3801416953732e-13,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Kingella"
"2605945","Chromobacterium paludis",2,4011,1.16680027461801e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium"
"28077","Nitrospirillum amazonense",2,29223,8.9435097836131e-08,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nitrospirillum"
"2496266","Iodobacter sp. H11R3",2,2886,1.61972094328749e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Iodobacter"
"1537400","Aquitalea sp. THG-DN7.12",2,27264,1.39792124985925e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"274537","Chlorobaculum limnaeum",2,5811,1.12425644715807e-05,"Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Chlorobaculum"
"332411","Aquitalea magnusonii",2,4424,2.49165501533339e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"1737446","Chitinibacter fontanus",2,24501,2.23553446124625e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chitinibacter"
"1906741","Jeongeupia sp. USM3",2,20182,4.56570591862522e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Jeongeupia"
"748280","Pseudogulbenkiania sp. NH8B",2,9946,8.33891756604155e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Pseudogulbenkiania"
"2739061","Deefgea sp. D17",2,8891,2.907692294391e-06,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Deefgea"
"2779776","Bacillus sp. HD4P25",2,7048,3.75383935444088e-09,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"1581680","Candidatus Methylopumilus turicensis",2,10094,4.34338115215849e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Candidatus Methylopumilus"
"266009","Methylovorus glucosotrophus",2,4891,6.84693825697084e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Methylovorus"
"2588534","Methylophilus medardicus",2,6464,1.50519756125728e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Methylophilus"
"405","Methylobacillus flagellatus",2,6199,8.37837911515231e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Methylophilaceae","Methylobacillus"
"261292","Nitrosomonas sp. Is79A3",2,9514,4.55734950420147e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"915","Nitrosomonas europaea",2,11827,8.21204732919173e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas"
"1842540","Methyloversatilis sp. RAC08",2,9859,3.90426138375205e-10,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Sterolibacteriaceae","Methyloversatilis"
"2725477","Pseudomonas sp. TUM18999",2,7055,1.28822427221756e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"1188319","Ferriphaselus amnicola",2,4537,2.68871423900958e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Ferriphaselus"
"2559597","Candidatus Nitrotoga sp. AM1P",2,18708,4.87507091305658e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga"
"748247","Azoarcus sp. KH32C",2,22565,1.73096669900299e-08,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus"
"418699","Azoarcus olearius",2,6519,7.49200023971166e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Azoarcus"
"2184083","Thauera hydrothermalis",2,8232,2.59533641780295e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera"
"1134435","Thauera humireducens",2,23151,2.28717772076003e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera"
"59405","Thauera aromatica",2,7484,6.08361248599029e-11,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Zoogloeaceae","Thauera"
"1765049","Azospira sp. I09",2,8846,9.28648536967918e-12,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azospira"
"2231055","Dechloromonas sp. HYN0024",2,18085,1.2073085691484e-09,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Dechloromonas"
"994692","Candidatus Kinetoplastibacterium desouzaii",2,8827,3.34758149084079e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Candidatus Kinetoplastibacterium"
"327160","Candidatus Accumulibacter phosphatis",2,2005,1.77740970425812e-07,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Azonexaceae","Candidatus Accumulibacter"
"960","Bacteriovorax stolpii",2,5645,1.5344582820181e-13,"Bacteria","Proteobacteria","Oligoflexia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax"
"1915309","Silvanigrella aquatica",2,14182,2.68597114677196e-08,"Bacteria","Proteobacteria","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella"
"33059","Acidithiobacillus caldus",2,8430,2.99987455856423e-08,"Bacteria","Proteobacteria","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus"
"930","Acidithiobacillus thiooxidans",2,4424,8.80452912938522e-10,"Bacteria","Proteobacteria","Acidithiobacillia","Acidithiobacillales","Acidithiobacillaceae","Acidithiobacillus"
"1921087","Mariprofundus ferrinatatus",2,11499,3.46539281091531e-10,"Bacteria","Proteobacteria","Zetaproteobacteria","Mariprofundales","Mariprofundaceae","Mariprofundus"
"297","Hydrogenophilus thermoluteolus",2,4424,2.9406716852075e-07,"Bacteria","Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae","Hydrogenophilus"
"873191","Arcobacter defluvii",2,7164,4.77445671461227e-08,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"860","Fusobacterium periodonticum",2,7257,1.04795874147832e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"167642","Ilyobacter polytropus",2,83,2.29836592693377e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Ilyobacter"
"712357","Leptotrichia sp. oral taxon 212",2,4424,1.4314649943965e-09,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
"1785996","Leptotrichia sp. oral taxon 847",2,1412,1.68350622462566e-08,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia"
